Song,,Constant,Level,Note Count,Difficulty,Song ID,Notes
Setsuna Trip,セツナトリップ,27.6,27+,1275,Expert,354,
Manhattan,マンハッタン,27.6,27+,901,Expert,590,
SAI LOVE JINSEI RUNNER,最愛人生ランナー,27.6,27+,1039,Expert,689,
99 Glooms,99 Glooms,27.6,27+,1017,Expert,749,
,,,,,,,
Incomplete Anthem,未完成讃歌,27.5,27,1324,Expert,254,
Vampire's ∞ pathoS,Vampire's ∞ pathoS,27.5,27,992,Expert,334,
Eternal Aria,エターナルアリア,27.5,27,1272,Expert,364,
Zunda Party Night,ずんだパーリナイ,27.5,27,1407,Expert,379,
Bake no Hana,化けの花,27.5,27,875,Expert,549,
Parry,パリィ,27.5,27,963,Expert,553,
Chuubyou Gekihatsu Boy,厨病激発ボーイ,27.5,27,1118,Expert,581,
Fräulein = Ojousama,フロイライン＝オジョウサマ,27.5,27,1130,Expert,714,
Losstime Memory,ロスタイムメモリー,27.5,27,997,Expert,750,
,,,,,,,
Angel's Clover,天使のクローバー,27.4,27,985,Expert,112,
ONESELF,ONESELF,27.4,27,1063,Expert,227,
My Love Is Hellfire,私の恋はヘルファイア,27.4,27,1491,Expert,301,
Shinjinrui,新人類,27.4,27,1285,Expert,381,
Tokimeki Jet Coaster,ときめきジェットコースター,27.4,27,1016,Expert,428,
Play With Fire,ヒアソビ,27.4,27,1053,Expert,433,
Heat Abnormal,熱異常,27.4,27,978,Expert,451,
16-Year Old's Heart,十六歳の心臓,27.4,27,1162,Expert,468,
Violence Trigger,バイオレンストリガー,27.4,27,1277,Expert,703,
CHAOS,CHAOS,27.4,27,890,Expert,744,
Additional Memory,アディショナルメモリー,27.4,27,955,Expert,751,
Anti Sainou,アンチサイノウ,27.4,27,790,Expert,788,
,,,,,,,
Seikai,正解,27.3,27,815,Expert,804,
Tonal Twinkle Tetrad,世界を照らすテトラッド,27.3,27,850,Expert,411,
KILLER,キラー,27.3,27,825,Expert,474,
Fusion,フュージョン,27.3,27,1056,Expert,555,
Tensai Rock,天才ロック,27.3,27,1148,Expert,631,
,,,,,,,
spring storm,春嵐,27.2,27,1095,Expert,392,
,,,,,,,
CYBERPUNK DEAD BOY,サイバーパンクデッドボーイ,27.1,27,917,Expert,452,
Angel,アンヘル,27.1,27,917,Expert,562,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Jack Pot Sad Girl,ジャックポットサッドガール,26.9,26+,647,Expert,62,
Positive☆Dance Time,ポジティブ☆ダンスタイム,26.9,26+,965,Expert,122,
fixer,フィクサー,26.9,26+,948,Expert,183,
Lower one's eyes,ロウアー,26.9,26+,780,Expert,187,
Opera! Space Opera!,オペラ！スペースオペラ！,26.9,26+,986,Expert,450,
Saitama 2000,さいたま2000,26.9,26+,659,Expert,707,
Gimme×Gimme,Gimme×Gimme,26.9,26+,842,Expert,83,
Touhou☆Wonderland,とうほう☆ワンダーランド,26.9,26+,806,Expert,623,
Disco No.39,Disco No.39,26.9,26+,950,Expert,399,
Sick of House!,しっくおぶはうす！,26.9,26+,1107,Expert,185,
,,,,,,,
Fish and Tips,フィッシュアンドTips,26.8,26+,833,Expert,626,
Mesmerizer,メズマライザー,26.8,26+,1218,Expert,531,
Composing the Future,悔やむと書いてミライ,26.8,26+,815,Expert,60,
Rollin Girl,ローリンガール,26.8,26+,1156,Expert,113,
Cirno's Perfect Math Class,チルノのパーフェクトさんすう学園,26.8,26+,999,Expert,624,
Lost One's Weeping,ロストワンの号哭,26.8,26+,947,Expert,98,
Egoist,エゴイスト,26.8,26+,1303,Expert,299,
Piano × Forte × Scandal,ピアノ×フォルテ×スキャンダル,26.8,26+,1042,Expert,222,
I am you,Iなんです,26.8,26+,910,Expert,304,
junky nighttown orchestra,ジャンキーナイトタウンオーケストラ,26.8,26+,1070,Expert,84,
Stardust Medley,スターダストメドレー,26.8,26+,1215,Expert,380,
Chururira Chururira Daddadda!,チュルリラ・チュルリラ・ダッダッダ！,26.8,26+,1246,Expert,88,
MORE! JUMP! MORE!,モア！ジャンプ！モア！,26.8,26+,1011,Expert,99,
Wanderlast,ワンダーラスト,26.8,26+,1418,Expert,711,
,,,,,,,
Unknown Mother-Goose,アンノウン・マザーグース,26.7,26+,1080,Expert,115,
Override,オーバーライド,26.7,26+,1004,Expert,521,
Ura-Omote Lovers,裏表ラバーズ,26.7,26+,1017,Expert,114,
Mr. Showtime,Mr. Showtime,26.7,26+,1341,Expert,333,
Be The MUSIC!,Be The MUSIC!,26.7,26+,1121,Expert,336,
88☆彡,88☆彡,26.7,26+,1088,Expert,224,
RAD DOGS,RAD DOGS,26.7,26+,1067,Expert,101,
All I Need Are Things I Like,すきなことだけでいいです,26.7,26+,1081,Expert,367,
We Are Different !!! (or Same),ちがう!!!,26.7,26+,930,Expert,475,
HERO,HERO,26.7,26+,1194,Expert,414,
Bug,バグ,26.7,26+,1101,Expert,248,
Pheles,フェレス,26.7,26+,1374,Expert,291,
Evil Food Eater Conchita,悪食娘コンチータ,26.7,26+,791,Expert,349,
,,,,,,,
Hated by Life,命に嫌われている,26.6,26+,756,Expert,22,
Poppin' Candy☆Fever!,ポッピンキャンディ☆フィーバー！,26.6,26+,1140,Expert,494,
Alter Ego,オルターエゴ,26.6,26+,1175,Expert,167,
All-Save Challenge,オールセーブチャレンジ,26.6,26+,795,Expert,538,
White Happy,ホワイトハッピー,26.6,26+,939,Expert,651,
I know I know,I know 愛脳,26.6,26+,1016,Expert,504,
Chu! Future☆Express!,,26.6,26+,1062,Expert,701,
Kareshi no Jude,カレシのジュード,26.6,26+,1184,Expert,652,
Hurray,フレー,26.6,26+,1067,Expert,302,
Awaiting Clear Skies,霽れを待つ,26.6,26+,974,Expert,97,
Milk Crown on Sonechka,ミルククラウン・オン・ソーネチカ,26.6,26+,1025,Expert,107,
Last Score,ラストスコア,26.6,26+,1050,Expert,197,
Letter to the Black World,黒塗り世界宛て書簡,26.6,26+,930,Expert,704,
Jet Black,ジェットブラック,26.6,26+,1052,Expert,687,
The Peachy Key,ももいろの鍵,26.6,26+,1073,Expert,308,
Relayouter,リレイアウター,26.6,26+,960,Expert,435,
Non-breath oblige,ノンブレス・オブリージュ,26.6,26+,1071,Expert,268,
Venom,ベノム,26.6,26+,972,Expert,145,
Your Adventure Log Has Vanished!,ぼうけんのしょがきえました！,26.6,26+,951,Expert,78,
World's End Dancehall,ワールズエンド・ダンスホール,26.6,26+,957,Expert,119,
Nyanyanyanyanyanyanya!,Nyanyanyanyanyanyanya!,26.6,26+,,Expert,713,
Ichiokunen Koi Shiteru,一億年恋してる,26.6,26+,904,Expert,795,senna review
,,,,,,,
Yobanashi Deceive,夜咄ディセイブ,26.5,26,1165,Expert,81,
Unhappy Refrain,アンハッピーリフレイン,26.5,26,1137,Expert,288,
Red Land Marker,レッドランドマーカー,26.5,26,1018,Expert,462,
Accelerate,アクセラレイト,26.5,26,810,Expert,583,
Hanamusubi,花結び,26.5,26,989,Expert,695,
Rocket Cider,ロケットサイダー,26.5,26,1110,Expert,665,
Marshmary,マシュマリー,26.5,26,1123,Expert,157,
Dance Robot Dance,ダンスロボットダンス,26.5,26,927,Expert,68,
Envy Catwalk,エンヴィキャットウォーク,26.5,26,932,Expert,595,
Shama,紗痲,26.5,26,1088,Expert,620,
Law-evading Rock,脱法ロック,26.5,26,972,Expert,21,
Silver Collector,シルバーコレクター,26.5,26,1113,Expert,496,
Merry-Go-Round,メリーゴーラウンド,26.5,26,874,Expert,517,
lavie,ラヴィ,26.5,26,1080,Expert,723,
Life Will Change,Life Will Change,26.5,26,973,Expert,648,
I Maker!,アイ・マイカー,26.5,26,1118,Expert,741,
,,,,,,,
Blue Planet,ブループラネット,26.4,26,1287,Expert,357,
(Not) A Devil,デビルじゃないもん,26.4,26,854,Expert,412,
good bye heaven,サヨナラ天国また来て地獄,26.4,26,723,Expert,649,
Surges,Surges,26.4,26,950,Expert,632,
Devil's Manner,悪魔の踊り方,26.4,26,792,Expert,133,
Genten,げんてん,26.4,26,1021,Expert,669,
Identity,アイデンティティ,26.4,26,1196,Expert,231,
snooze,snooze,26.4,26,961,Expert,554,
Stella,ステラ,26.4,26,955,Expert,64,
Close to gray,限りなく灰色へ,26.4,26,818,Expert,90,
"Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",26.4,26,1168,Expert,502,
Cute na Kanojo,キュートなカノジョ,26.4,26,1006,Expert,391,
Suicide Parade,スーサイドパレヱド,26.4,26,918,Expert,606,
Mahou Shoujo Koufukuron,魔法少女幸福論,26.4,26,982,Expert,715,
,,,,,,,
Secret Seeker,シークレット・シーカー,26.3,26,894,Expert,569,
Artifact,,26.3,26,1008,Expert,694,
D/N/A,D/N/A,26.3,26,913,Expert,596,
Explore,エクスプロウル,26.3,26,1024,Expert,636,
Ruma,ルマ,26.3,26,899,Expert,601,
Osmanthus,金木犀,26.3,26,814,Expert,418,
Dameningenda!,だめにんげんだ!,26.3,26,917,Expert,482,
Liar Dancer,ライアーダンサー,26.3,26,892,Expert,509,
Selfish princess,我儘姫,26.3,26,1040,Expert,376,
Haven,ヘイヴン,26.3,26,875,Expert,508,
Lose the Princess,さよならプリンセス,26.3,26,812,Expert,413,
Venus,ヴィーナス,26.3,26,1124,Expert,663,
CONNECT:COMMUNE ,,26.3,26,987,Expert,786,
,,,,,,,
Hitomania,人マニア,26.2,26,1000,Expert,664,
Regulus,レグルス,26.2,26,949,Expert,423,
Marshall Maximizer,マーシャル・マキシマイザー,26.2,26,694,Expert,410,
limbo,limbo,26.2,26,900,Expert,416,
Goodbye Declaration,グッバイ宣言,26.2,26,1017,Expert,198,
O-Barcode,オーバーコード,26.2,26,1113,Expert,446,
Protodisco,プロトディスコ,26.2,26,913,Expert,561,
Hoshizora Melancholia,星宙メランコリア,26.2,26,1004,Expert,608,
Slow Downer,スロウダウナー,26.2,26,1054,Expert,378,note: sections with literally nothing
HANAOBORE,花溺れ,26.2,26,780,Expert,557,
Senbonzakura,千本桜,26.2,26,1000,Expert,110,
,,,,,,,
Kibou no tsuki,幾望の月,26.1,26,892,Expert,456,
"Still, we never stop singing",それでも僕らは歌うことをやめない,26.1,26,705,Expert,524,
Monitoring,モニタリング,26.1,26,901,Expert,628,
Niwashi no Ohanashi ni Yoru to,庭師のおはなしによると,26.1,26,1121,Expert,633,
i DO what i WANT,,26.1,26,751,Expert,657,
Odo,踊,26.1,26,882,Expert,205,
,,,,,,,
FAKE HEART,,26.0,26,778,Expert,514,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
The Bubble Future,泡沫未来,25.9,25+,750,Expert,151,
The Vampire,ヴァンパイア,25.9,25+,1029,Expert,213,
Rin-chan Now!,リンちゃんなう！,25.9,25+,1098,Expert,303,
"Hello,world!","Hello,world!",25.9,25,900,Expert,184,
Lost and Found,ロストエンファウンド,25.9,25,1082,Expert,226,
,,,,,,,
manimani,まにまに,25.8,25,893,Expert,401,
Blood Doll,ブラッドドール,25.8,25+,795,Expert,656,
Judas,ジウダス,25.8,25+,769,Expert,215,
Singing of a flower,花を唄う,25.8,25,807,Expert,137,
,,,,,,,
Samsa,ザムザ,25.7,25,779,Expert,300,
KLY (1000 Light Years),一千光年,25.7,25+,941,Expert,439,
Waraetara Ee Yan!,笑えたらえーやん！,25.7,25,878,Expert,637,
Vocalo-Colosseum,ぼかろころしあむ,25.7,25,805,Expert,692,
Parasol Cider,パラソルサイダー,25.7,25,796,Expert,264,
,,,,,,,
needLe,needLe,25.6,25,889,Expert,63,
BRING IT ON,劣等上等,25.6,25,825,Expert,26,
Shanti,シャンティ,25.6,25,942,Expert,276,
Cosmospice,コスモスパイス,25.6,25+,849,Expert,233,
We're Still Underground,僕らまだアンダーグラウンド,25.6,25+,920,Expert,208,
YY,YY,25.6,25+,976,Expert,266,
SEIBAIITAAAAASU!,成敗いたAAAAAす！,25.6,25,1022,Expert,472,
AI no UTA,あいのうた,25.6,25,950,Expert,467,
Cendrillon 10th Anniversary,サンドリヨン 10th Anniversary,25.6,25,735,Expert,104,
Main Character,メインキャラクター,25.6,25,951,Expert,541,
,,,,,,,
Room for a Fantasy,,25.5,25,811,Expert,787,
Synthesize You,合成するミライ,25.5,25,969,Expert,512,
Antenna 39,アンテナ39,25.5,25,1139,Expert,525,
DarlingDance,ダーリンダンス,25.5,25,824,Expert,168,
NAKAKAPAGPABAGABAG,,25.5,25,882,Expert,563,
Beat Eater,Beat Eater,25.5,25,772,Expert,156,
Marionette Dancer,マリオネットダンサー,25.5,25,860,Expert,639,
Mahou Shoujo to Chocolate,魔法少女とチョコレゐト ,25.5,25,797,Expert,700,
Anata Shika Mienai no, あなたしか見えないの,25.5,25,969,Expert,682,
Raspberry Monster,ラズベリー＊モンスター,25.5,25,933,Expert,705,
DOKUZU,ド屑,25.5,25,844,Expert,455,
,,,,,,,
My Palette is Full of You,パレットには君がいっぱい,25.4,25,900,Expert,214,
Konton Boogie,混沌ブギ,25.4,25,962,Expert,499,
Luka Luka★Night Fever,ルカルカ★ナイトフィーバー,25.4,25,950,Expert,216,gold flicks on normal holds
mousou aspartame,妄想アスパルテーム,25.4,25,828,Expert,544,
One Sheep,ひつじがいっぴき,25.4,25,1120,Expert,316,
Cat Loving,キャットラビング,25.4,25,934,Expert,491,
Star,スター,25.4,25,799,Expert,570,
Culture,カルチャ,25.4,25,797,Expert,529,
Blackjack,Blackjack,25.4,25,921,Expert,542,
Hao,ハオ (好),25.4,25,964,Expert,724,
Tetoris,テトリス,25.4,25,653,Expert,627,
Dramaturgy,ドラマツルギー,25.4,25,747,Expert,91,
Call Boy,コールボーイ,25.4,25,809,Expert,505,
Salamander,サラマンダー,25.4,25,1186,Expert,230,
Ima Sugi Rinne,いますぐ輪廻,25.4,25,796,Expert,733,
,,,,,,,
Kisaragi Attention,如月アテンション,25.3,25,855,Expert,511,
Cool Me Down,Cool Me Down,25.3,25,1159,Expert,425,
ramune,ラムネ,25.3,25,951,Expert,702,
Step for a Crescent,三日月ステップ,25.3,25,891,Expert,580,
Eien Hanahadashii,25.3,25.3,25,930,Expert,706,
Fuel,フューエル,25.3,25,698,Expert,478,
Realize,リアライズ,25.3,25,744,Expert,356,
Yoshiwara Lament second edition,吉原ラメント 再来盤,25.3,25,1135,Expert,591,
Balleriko,バレリーコ,25.3,25,965,Expert,589,
FUN!!,FUN!!,25.3,25,622,Expert,575,
About me,About me,25.3,25,863,Expert,643,
Hanataba,ハナタバ,25.3,25,894,Expert,759,
,,,,,,,
Filament Fever,フィラメントフィーバー,25.2,25,864,Expert,397,
hoshi ni ichiban chikai basho,星に一番近い場所,25.2,25,964,Expert,681,
It's just life,命ばっかり,25.2,25,1037,Expert,352,
Medicine,イガク,25.2,25,892,Expert,515,
Queen of Hearts,クイーンオブハート,25.2,25,1189,Expert,592,
Fire◎Flower (Rerec),Fire◎Flower (Rerec),25.2,25,734,Expert,536,
Pentatonic,ペンタトニック,25.2,25,733,Expert,585,
Yankee Boy Yankee Girl,ヤンキーボーイ・ヤンキーガール,25.2,25,903,Expert,586,
When the First Love Ends,初めての恋が終わる時,25.2,25,822,Expert,407,
Nisemono Ningen 40-gou,偽物人間40号,25.2,25,775,Expert,571,
Sono Oto ga Naru Nara,その音が鳴るなら,25.2,25,952,Expert,546,
"A Glimmer, 1/f fluctuation",幽光、1/fのゆらめき,25.2,25,718,Expert,427,
Masquerade,Masquerade,25.2,25,868,Expert,746,
Beyond the way,Beyond the way,25.2,25,737,Expert,398,
,,,,,,,
Kono Manma de Ikou,このまんまでいこう,25.1,25,738,Expert,642,
Last of Me,,25.1,25,1084,Expert,598,
"Maku o Orosou, Parade e",幕を下ろそう、パレードへ,25.1,25,861,Expert,718,
Call!!,Call!!,25.1,25,549,Expert,594,
"Love Me, Love Me, Love Me",愛して愛して愛して,25.1,25,928,Expert,181,
Amanojaku,天ノ弱,25.1,25,982,Expert,289,
Kaiju ni Naritai,怪獣になりたい,25.1,25,1200,Hard,,hard not supported
,,,,,,,
Hibikase,ヒビカセ,25.0,25,898,Expert,109,
Hashiru! Tooku! Todoku!,はしる! とおく! とどく!,25.0,25,742,Expert,498,
,,,,,,,
Shippaisaku Shoujo,失敗作少女,25.0,25,805,Expert,510,
Eyelid,アイリッド,25.0,25,813,Expert,560,
Bad ∞ End ∞ Night,Bad ∞ End ∞ Night,25.0,25,875,Expert,278,
Blue Star,Blue Star,25.0,25,1046,Expert,342,
Booo!,Booo!,25.0,25,823,Expert,320,
Calc.,Calc.,25.0,25,1126,Expert,243,
DAYBREAK FRONTLINE,DAYBREAK FRONTLINE,25.0,25,1102,Expert,253,
DREAM PLACE,DREAM PLACE,25.0,25,937,Expert,252,
drop pop candy,drop pop candy,25.0,25,773,Expert,15,
Glory Steady Go!,Glory Steady Go!,25.0,25,738,Expert,166,
Happy Halloween,Happy Halloween,25.0,25,827,Expert,172,
"Hello, Worker","Hello, Worker",25.0,25,773,Expert,286,
Henceforth,Henceforth,25.0,25,916,Expert,484,
imaginary love story,imaginary love story,25.0,25,1019,Expert,420,
Journey,Journey,25.0,25,1285,Expert,235,
KING,KING,25.0,25,1002,Expert,138,
Leia - Remind,Leia - Remind,25.0,25,970,Expert,85,
magic number,magic number,25.0,25,818,Expert,161,
METEOR,METEOR,25.0,25,1160,Expert,337,
NEO,NEO,25.0,25,939,Expert,366,
Peaky Peaky,Peaky Peaky,25.0,25,747,Expert,207,
QUEEN,QUEEN,25.0,25,1164,Expert,506,
Ready Steady,Ready Steady,25.0,25,564,Expert,54,
STAGE OF SEKAI,STAGE OF SEKAI,25.0,25,1005,Expert,159,
SToRY,SToRY,25.0,25,705,Expert,574,
the WALL,the WALL,25.0,25,815,Expert,259,
Twilight Melody,Twilight Melody,25.0,25,943,Expert,445,
ULTRA C,ULTRA C,25.0,25,651,Expert,471,
Voices,Voices,25.0,25,1144,Expert,236,
IDSMILE,アイディスマイル,25.0,25,985,Expert,116,
I'm Mine,アイムマイン,25.0,25,1058,Expert,368,
Night Sky Patrol of Tomorrow,アスノヨゾラ哨戒班,25.0,25,1073,Expert,18,
Attract Light,アトラクトライト,25.0,25,1295,Expert,321,
Do not go,いかないで,25.0,25,977,Expert,120,
villain,ヴィラン,25.0,25,984,Expert,170,
"Eh? Aa, Sou.",え？あぁ、そう。,25.0,25,838,Expert,437,
Alien Alien,エイリアンエイリアン,25.0,25,1208,Expert,246,
Ego rock,エゴロック,25.0,25,1041,Expert,225,
Tears of Garnet,ガーネットの涙,25.0,25,774,Expert,466,
Cutlery,カトラリー,25.0,25,686,Expert,111,
This Messed Up Wonderful World Exists For Me,このふざけた素晴らしき世界は、僕の為にある,25.0,25,946,Expert,625,
Gehenna,ジェヘナ,25.0,25,1177,Expert,272,
Showtime Ruler,ショウタイム・ルーラー,25.0,25,819,Expert,160,
Showtime×Audience,ショウタイム×オーディエンス,25.0,25,1091,Expert,440,
Superhero,スーパーヒーロー,25.0,25,904,Expert,495,
I want to be your heart,だれかの心臓になれたなら,25.0,25,811,Expert,152,
Telecaster b boy,テレキャスタービーボーイ,25.0,25,726,Expert,134,
DONUT HOLE 2024,ドーナツホール 2024,25.0,25,1046,Expert,220,
TOKIO FUNKA,トキヲ・ファンカ,25.0,25,780,Expert,150,
NIJIIRO STORIES,ニジイロストーリーズ,25.0,25,881,Expert,103,
ONLINE GAME ADDICTS SPRECHCHOR,ネトゲ廃人シュプレヒコール,25.0,25,1156,Expert,298,
Noda,のだ,25.0,25,918,Expert,558,
Literary nonsense,ノンセンス文学,25.0,25,856,Expert,158,
Pamela,パメラ,25.0,25,877,Expert,653,
Bitter Choco Decoration,ビターチョコデコレーション,25.0,25,1059,Expert,129,
Fire Dance,ファイアダンス,25.0,25,606,Expert,576,
BURIKI NO DANCE,ブリキノダンス,25.0,25,852,Expert,38,
Bocca della Verità,ボッカデラベリタ,25.0,25,884,Expert,125,
MATORYOSHKA,マトリョシカ,25.0,25,887,Expert,221,
Miracle Paint,ミラクルペイント,25.5,25,1300,Expert,36,
Melt,メルト,25.0,25,1363,Expert,47,
Love ka?,ラブカ？,25.0,25,710,Expert,260,
Rainy Snowdrop,レイニースノードロップ,25.0,25,1234,Expert,283,
World Lampshade [reunion],ワールド・ランプシェード [reunion],25.0,25,895,Expert,534,
Retainer Supplanting His Lord,下剋上,25.0,25,1228,Expert,373,
Butterfly on Your Right Shoulder,右肩の蝶,25.0,25,1058,Expert,177,
Chikyuu Saigo no Kokuhaku wo,地球最後の告白を,25.0,25,884,Expert,154,
Into The Night,夜に駆ける,25.0,25,932,Expert,139,
Tengaku,天樂,25.0,25,1396,Expert,372,
Good Weather,快晴,25.0,25,1286,Expert,323,
Kiss the Villain,悪役にキスシーンを,25.0,25,998,Expert,377,
Cellphone Love Story,携帯恋話,25.0,25,981,Expert,61,
Stardust Utopia,星屑ユートピア,25.0,25,1183,Expert,261,
Moonlight,月光,25.0,25,1058,Expert,239,
Kimagure Mercy,気まぐれメルシィ,25.0,25,1247,Expert,281,
Pulse of the Meteor,流星のパルス,25.0,25,958,Expert,173,
Shinkai City Underground,深海シティアンダーグラウンド,25.0,25,872,Expert,645,
God-ish,神っぽいな,25.0,25,1035,Expert,385,
At God's Mercy,神のまにまに,25.0,25,900,Expert,201,
Shuuen Touhikou,終焉逃避行,25.0,25,721,Expert,547,
Reincarnation Apple,転生林檎,25.0,25,851,Expert,533,
Transparent Elegy,透明エレジー,25.0,25,848,Expert,520,
Toumei na Palette,透明なパレット,25.0,25,852,Expert,646,
"Can't Defeat ""Take No Notice Boys""",難聴系男子が倒せない,25.0,25,1028,Expert,341,
Rain and Petra,雨とペトラ,25.0,25,976,Expert,210,
Music Like Magic!,魔法みたいなミュージック！,25.0,25,1080,Expert,317,
Can't Make A Song!!,,25.0,25,907,Expert,459,
MikuFiesta,,25.0,25,867,Expert,479,
sweety glitch,,25.0,25,894,Expert,371,
Suki! Yuki! Honki Magic,好き！雪！本気マジック,25.0,25,828,Expert,611,
Star Night Snow,スターナイトスノウ,25.0,25,859,Expert,614,
Ai,アイ,25.0,25,821,Expert,616,
Otsukimi Recital,オツキミサイダル,25.0,25,972,Expert,764,
Kuusou Forest,空想フォレスト,25.0,25,917,Expert,753,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
8.32,8.32,24.0,24,659,Expert,629,
"*Hello, Planet",31.5,24.0,24,931,Expert,118,
39,39,24.0,24,1139,Expert,331,
1925,1925,24.0,24,887,Expert,306,
Awake Now,Awake Now,24.0,24,723,Expert,244,
Bad Apple feat.SEKAI,Bad Apple feat.SEKAI,24.0,24,883,Expert,501,
CH4NGE,CH4NGE,24.0,24,789,Expert,513,
CRaZY,CR詠ZY,24.0,24,615,Expert,421,
Decade,Decade,24.0,24,839,Expert,319,
Flyer!,Flyer!,24.0,24,861,Expert,182,
Flyway,Flyway,24.0,24,1011,Expert,310,
Forward,Forward,24.0,24,737,Expert,55,
FREELY TOMORROW,FREELY TOMORROW,24.0,24,905,Expert,313,
from Y to Y,from Y to Y,24.0,24,847,Expert,96,
Hello Builder,Hello Builder,24.0,24,847,Expert,387,
JUMPIN’ OVER !,JUMPIN’ OVER !,24.0,24,858,Expert,422,
LEADER,LEADER,24.0,24,763,Expert,460,
Miku,Miku,24.0,24,990,Expert,153,
ODDS＆ENDS,ODDS＆ENDS,24.0,24,739,Expert,117,
p.h.,p.h.,24.0,24,739,Expert,297,
PaⅢ.SENSATION,PaⅢ.SENSATION,24.0,24,1032,Expert,195,
Polar Star,Polar Star,24.0,24,697,Expert,610,
Becoming Potatoes,potatoになっていく,24.0,24,721,Expert,52,
purpose,purpose,24.0,24,720,Expert,383,
Q,Q,24.0,24,907,Expert,202,
ray,ray,24.0,24,978,Expert,148,
Supernova,Supernova,24.0,24,750,Expert,457,
Sympathy,Sympathy,24.0,24,723,Expert,605,
Un-Lock,Un-Lock,24.0,24,894,Expert,393,
UNDERWATER,UNDERWATER,24.0,24,971,Expert,363,
WAVE,WAVE,24.0,24,794,Expert,522,
Wonder Style,Wonder Style,24.0,24,888,Expert,362,
Worlders,Worlders,24.0,24,924,Expert,579,
icedrop,アイスドロップ,24.0,24,704,Expert,140,
Newly Edgy Idols,アイドル新鋭隊,24.0,24,754,Expert,57,
A Word,アコトバ,24.0,24,664,Expert,483,
Attakaito,あったかいと,24.0,24,1026,Expert,271,
Ano Natsu ga Houwa Suru.,あの夏が飽和する。,24.0,24,626,Expert,650,
Abelia,アベリア,24.0,24,865,Expert,677,
Arinomama no Story wo,ありのままのストーリーを,24.0,24,892,Expert,635,
Anti-You,アンチユー,24.0,24,610,Expert,582,
I~ya I~ya I~ya,い〜やい〜やい〜や,24.0,24,792,Expert,670,
"1, 2, FanClub",いーあるふぁんくらぶ,24.0,24,863,Expert,174,
Integral,インテグラル,24.0,24,868,Expert,424,
Usseewa,うっせえわ,24.0,24,1035,Expert,204,
Electric Angel,えれくとりっく・えんじぇぅ,24.0,24,927,Expert,454,
Empurple,エンパープル,24.0,24,813,Expert,507,
Mischievous Function,おちゃめ機能,24.0,24,933,Expert,480,
Odorobo,おどロボ,24.0,24,1266,Expert,461,
As You Like It,お気に召すまま,24.0,24,808,Expert,106,
Airhead,ガランド,24.0,24,761,Expert,200,
Cantarella,カンタレラ,24.0,24,870,Expert,296,
Kimi to Boku no Resonance,きみとぼくのレゾナンス,24.0,24,896,Expert,523,
Cat Food,キャットフード,24.0,24,895,Expert,530,
Today is Cheerful too,きょうもハレバレ,24.0,24,793,Expert,493,
Becoming Empty,くうになる,24.0,24,769,Expert,417,
Kokoro,ココロ,24.0,24,945,Expert,312,
"This is, the Happiness and Peace of Mind Committee.",こちら、幸福安心委員会です。,24.0,24,898,Expert,279,
Summertime Record,サマータイムレコード,24.0,24,1107,Expert,395,
Cinema,シネマ,24.0,24,616,Expert,126,
Sweet Magic,スイートマジック,24.0,24,920,Expert,41,
Snowman,スノーマン,24.0,24,1001,Expert,343,
Smile*Symphony,スマイル*シンフォニー,24.0,24,594,Expert,577,
The World Hasn't Even Started Yet,セカイはまだ始まってすらいない,24.0,24,774,Expert,51,
"Even so, It's OK",それでもいいんだよ,24.0,24,897,Expert,274,
Getting Faster and Faster,だんだん早くなる,24.0,24,851,Expert,485,
Teammate,チームメイト,24.0,24,803,Expert,374,
Patchwork Staccato,ツギハギスタッカート,24.0,24,854,Expert,71,
Teratera,てらてら,24.0,24,1035,Expert,257,
It Was A Wonderful June,とても素敵な六月でした,24.0,24,1273,Expert,340,
Traffic jam,トラフィック・ジャム,24.0,24,896,Expert,143,
Tricologe,トリコロージュ,24.0,24,860,Expert,203,
Hide and Seek,ハイドアンド・シーク,24.0,24,764,Expert,438,
How-to Sekai Seifuku,ハウトゥー世界征服,24.0,24,803,Expert,672,
Hug,はぐ,24.0,24,851,Expert,429,
Hajimari no Mirai,はじまりの未来,24.0,24,972,Expert,573,
Happy Synthesizer,ハッピーシンセサイザ,24.0,24,859,Expert,10,
Paradichlorobenzene,パラジクロロベンゼン,24.0,24,916,Expert,275,
Hello Sekai,ハローセカイ,24.0,24,621,Expert,578,
Panda Hero,パンダヒーロー,24.0,24,820,Expert,566,
Viva Happy,ビバハピ,24.0,24,597,Expert,11,
phony,フォニイ,24.0,24,1064,Expert,277,
Fragile,フラジール,24.0,24,863,Expert,69,
Black★Rock Shooter,ブラック★ロックシューター,24.0,24,695,Expert,238,
Bless Your Breath,ブレス・ユア・ブレス,24.0,24,696,Expert,72,
From Tokyo,フロムトーキョー,24.0,24,640,Expert,130,
